ACTION,weightedRisk,weightedAvgInteveral,riskString,RACE,infRateRace,mortRateRace,age group (years),mortality rate,sex,mortRateSex,prexistingCond,mortRatePC,FIPS,COUNTY,STATE,COUNTYFP,ALWAYS,alwaysInteveral,alwaysString
,,,,,,,,,,,,,31057,Dundy,NE,31051,0.383,,
,,,,,,,,,,,,,31059,Fillmore,NE,31053,0.314,,
,,,,,,,,,,,,,31061,Franklin,NE,31055,0.482,,
,,,,,,,,,,,,,31063,Frontier,NE,31057,0.311,,
,,,,,,,,,,,,,31065,Furnas,NE,31059,0.213,,
,,,,,,,,,,,,,31067,Gage,NE,31061,0.378,,
,,,,,,,,,,,,,31069,Garden,NE,31063,0.313,,
,,,,,,,,,,,,,31071,Garfield,NE,31065,0.315,,
,,,,,,,,,,,,,31073,Gosper,NE,31067,0.48,,
,,,,,,,,,,,,,31075,Grant,NE,31069,0.288,,
,,,,,,,,,,,,,31077,Greeley,NE,31071,0.37,,
,,,,,,,,,,,,,31079,Hall,NE,31073,0.333,,
,,,,,,,,,,,,,31081,Hamilton,NE,31075,0.313,,
,,,,,,,,,,,,,31083,Harlan,NE,31077,0.421,,
,,,,,,,,,,,,,31085,Hayes,NE,31079,0.451,,
,,,,,,,,,,,,,31087,Hitchcock,NE,31081,0.427,,
,,,,,,,,,,,,,31089,Holt,NE,31083,0.348,,
,,,,,,,,,,,,,31091,Hooker,NE,31085,0.343,,
,,,,,,,,,,,,,31093,Howard,NE,31087,0.301,,
,,,,,,,,,,,,,31095,Jefferson,NE,31089,0.365,,
,,,,,,,,,,,,,31097,Johnson,NE,31091,0.337,,
,,,,,,,,,,,,,31099,Kearney,NE,31093,0.433,,
,,,,,,,,,,,,,31101,Keith,NE,31095,0.384,,
,,,,,,,,,,,,,31103,Keya Paha,NE,31097,0.31,,
,,,,,,,,,,,,,31105,Kimball,NE,31099,0.399,,
,,,,,,,,,,,,,31107,Knox,NE,31101,0.393,,
,,,,,,,,,,,,,31109,Lancaster,NE,31103,0.331,,
,,,,,,,,,,,,,31111,Lincoln,NE,31105,0.25,,
,,,,,,,,,,,,,31113,Logan,NE,31107,0.299,,
,,,,,,,,,,,,,31115,Loup,NE,31109,0.47,,
,,,,,,,,,,,,,31117,McPherson,NE,31111,0.341,,
,,,,,,,,,,,,,31119,Madison,NE,31113,0.304,,
,,,,,,,,,,,,,31121,Merrick,NE,31115,0.318,,
,,,,,,,,,,,,,31123,Morrill,NE,31117,0.361,,
,,,,,,,,,,,,,31125,Nance,NE,31119,0.317,,
,,,,,,,,,,,,,31127,Nemaha,NE,31121,0.454,,
,,,,,,,,,,,,,31129,Nuckolls,NE,31123,0.223,,
,,,,,,,,,,,,,31131,Otoe,NE,31125,0.459,,
,,,,,,,,,,,,,31133,Pawnee,NE,31127,0.333,,
,,,,,,,,,,,,,31135,Perkins,NE,31129,0.318,,
,,,,,,,,,,,,,31137,Phelps,NE,31131,0.428,,
,,,,,,,,,,,,,31139,Pierce,NE,31133,0.316,,
,,,,,,,,,,,,,31141,Platte,NE,31135,0.393,,
,,,,,,,,,,,,,31143,Polk,NE,31137,0.363,,
,,,,,,,,,,,,,31145,Red Willow,NE,31139,0.311,,
,,,,,,,,,,,,,31147,Richardson,NE,31141,0.432,,
,,,,,,,,,,,,,31149,Rock,NE,31143,0.353,,
,,,,,,,,,,,,,31151,Saline,NE,31145,0.298,,
,,,,,,,,,,,,,31153,Sarpy,NE,31147,0.298,,
,,,,,,,,,,,,,31155,Saunders,NE,31149,0.349,,
,,,,,,,,,,,,,31157,Scotts Bluff,NE,31151,0.507,,
,,,,,,,,,,,,,31159,Seward,NE,31153,0.433,,
,,,,,,,,,,,,,31161,Sheridan,NE,31155,0.3,,
,,,,,,,,,,,,,31163,Sherman,NE,31157,0.255,,
,,,,,,,,,,,,,31165,Sioux,NE,31159,0.601,,
,,,,,,,,,,,,,31167,Stanton,NE,31161,0.242,,
,,,,,,,,,,,,,31169,Thayer,NE,31163,0.39,,
,,,,,,,,,,,,,31171,Thomas,NE,31165,0.205,,
,,,,,,,,,,,,,31173,Thurston,NE,31167,0.309,,
,,,,,,,,,,,,,31175,Valley,NE,31169,0.249,,
,,,,,,,,,,,,,31177,Washington,NE,31171,0.308,,
,,,,,,,,,,,,,31179,Wayne,NE,31173,0.418,,
,,,,,,,,,,,,,31181,Webster,NE,31175,0.38,,
,,,,,,,,,,,,,31183,Wheeler,NE,31177,0.386,,
,,,,,,,,,,,,,31185,York,NE,31179,0.34,,
,,,,,,,,,,,,,32001,Churchill,NV,31181,0.389,,
,,,,,,,,,,,,,32003,Clark,NV,31183,0.399,,
,,,,,,,,,,,,,32005,Douglas,NV,31185,0.182,,
,,,,,,,,,,,,,32007,Elko,NV,32001,0.674,,
,,,,,,,,,,,,,32009,Esmeralda,NV,32003,0.742,,
,,,,,,,,,,,,,32011,Eureka,NV,32005,0.588,,
,,,,,,,,,,,,,32013,Humboldt,NV,32007,0.379,,
,,,,,,,,,,,,,32015,Lander,NV,32009,0.872,,
,,,,,,,,,,,,,32017,Lincoln,NV,32011,0.387,,
,,,,,,,,,,,,,32019,Lyon,NV,32013,0.725,,
,,,,,,,,,,,,,32021,Mineral,NV,32015,0.588,,
,,,,,,,,,,,,,32023,Nye,NV,32017,0.61,,
,,,,,,,,,,,,,32027,Pershing,NV,32019,0.671,,
,,,,,,,,,,,,,32029,Storey,NV,32021,0.755,,
,,,,,,,,,,,,,32031,Washoe,NV,32023,0.666,,
,,,,,,,,,,,,,32033,White Pine,NV,32027,0.691,,
,,,,,,,,,,,,,32510,Carson City,NV,32029,0.782,,
,,,,,,,,,,,,,33001,Belknap,NH,32031,0.676,,
,,,,,,,,,,,,,33003,Carroll,NH,32033,0.296,,
,,,,,,,,,,,,,33005,Cheshire,NH,32510,0.585,,
,,,,,,,,,,,,,33007,Coos,NH,33001,0.598,,
,,,,,,,,,,,,,33009,Grafton,NH,33003,0.598,,
,,,,,,,,,,,,,33011,Hillsborough,NH,33005,0.609,,
,,,,,,,,,,,,,33013,Merrimack,NH,33007,0.697,,
,,,,,,,,,,,,,33015,Rockingham,NH,33009,0.705,,
,,,,,,,,,,,,,33017,Strafford,NH,33011,0.67,,
,,,,,,,,,,,,,33019,Sullivan,NH,33013,0.615,,
,,,,,,,,,,,,,34001,Atlantic,NJ,33015,0.639,,
,,,,,,,,,,,,,34003,Bergen,NJ,33017,0.558,,
,,,,,,,,,,,,,34005,Burlington,NJ,33019,0.574,,
,,,,,,,,,,,,,34007,Camden,NJ,34001,0.734,,
,,,,,,,,,,,,,34009,Cape May,NJ,34003,0.762,,
,,,,,,,,,,,,,34011,Cumberland,NJ,34005,0.779,,
,,,,,,,,,,,,,34013,Essex,NJ,34007,0.802,,
,,,,,,,,,,,,,34015,Gloucester,NJ,34009,0.74,,
,,,,,,,,,,,,,34017,Hudson,NJ,34011,0.762,,
,,,,,,,,,,,,,34019,Hunterdon,NJ,34013,0.682,,
,,,,,,,,,,,,,34021,Mercer,NJ,34015,0.746,,
,,,,,,,,,,,,,34023,Middlesex,NJ,34017,0.67,,
,,,,,,,,,,,,,34025,Monmouth,NJ,34019,0.804,,
,,,,,,,,,,,,,34027,Morris,NJ,34021,0.757,,
,,,,,,,,,,,,,34029,Ocean,NJ,34023,0.765,,
,,,,,,,,,,,,,34031,Passaic,NJ,34025,0.764,,
,,,,,,,,,,,,,34033,Salem,NJ,34027,0.72,,
,,,,,,,,,,,,,34035,Somerset,NJ,34029,0.772,,
,,,,,,,,,,,,,34037,Sussex,NJ,34031,0.756,,
,,,,,,,,,,,,,34039,Union,NJ,34033,0.726,,
,,,,,,,,,,,,,34041,Warren,NJ,34035,0.791,,
,,,,,,,,,,,,,35001,Bernalillo,NM,34037,0.72,,
,,,,,,,,,,,,,35003,Catron,NM,34039,0.716,,
,,,,,,,,,,,,,35005,Chaves,NM,34041,0.749,,
,,,,,,,,,,,,,35006,Cibola,NM,35001,0.758,,
,,,,,,,,,,,,,35007,Colfax,NM,35003,0.762,,
,,,,,,,,,,,,,35009,Curry,NM,35005,0.634,,
,,,,,,,,,,,,,35011,De Baca,NM,35006,0.839,,
,,,,,,,,,,,,,35013,Dona Ana,NM,35007,0.743,,
,,,,,,,,,,,,,35015,Eddy,NM,35009,0.54,,
,,,,,,,,,,,,,35017,Grant,NM,35011,0.712,,
,,,,,,,,,,,,,35019,Guadalupe,NM,35013,0.812,,
,,,,,,,,,,,,,35021,Harding,NM,35015,0.399,,
,,,,,,,,,,,,,35023,Hidalgo,NM,35017,0.572,,
,,,,,,,,,,,,,35025,Lea,NM,35019,0.766,,
,,,,,,,,,,,,,35027,Lincoln,NM,35021,0.614,,
,,,,,,,,,,,,,35028,Los Alamos,NM,35023,0.569,,
,,,,,,,,,,,,,35029,Luna,NM,35025,0.418,,
,,,,,,,,,,,,,35031,McKinley,NM,35027,0.731,,
,,,,,,,,,,,,,35033,Mora,NM,35028,0.709,,
,,,,,,,,,,,,,35035,Otero,NM,35029,0.715,,
,,,,,,,,,,,,,35037,Quay,NM,35031,0.721,,
,,,,,,,,,,,,,35039,Rio Arriba,NM,35033,0.806,,
,,,,,,,,,,,,,35041,Roosevelt,NM,35035,0.595,,
,,,,,,,,,,,,,35043,Sandoval,NM,35037,0.571,,
,,,,,,,,,,,,,35045,San Juan,NM,35039,0.675,,
,,,,,,,,,,,,,35047,San Miguel,NM,35041,0.602,,
,,,,,,,,,,,,,35049,Santa Fe,NM,35043,0.762,,
,,,,,,,,,,,,,35051,Sierra,NM,35045,0.555,,
,,,,,,,,,,,,,35053,Socorro,NM,35047,0.8,,
,,,,,,,,,,,,,35055,Taos,NM,35049,0.803,,
,,,,,,,,,,,,,35057,Torrance,NM,35051,0.659,,
,,,,,,,,,,,,,35059,Union,NM,35053,0.746,,
,,,,,,,,,,,,,35061,Valencia,NM,35055,0.785,,
,,,,,,,,,,,,,36001,Albany,NY,35057,0.696,,
,,,,,,,,,,,,,36003,Allegany,NY,35059,0.393,,
,,,,,,,,,,,,,36005,Bronx,NY,35061,0.648,,
,,,,,,,,,,,,,36007,Broome,NY,36001,0.788,,
,,,,,,,,,,,,,36009,Cattaraugus,NY,36003,0.771,,
,,,,,,,,,,,,,36011,Cayuga,NY,36005,0.742,,
,,,,,,,,,,,,,36013,Chautauqua,NY,36007,0.812,,
,,,,,,,,,,,,,36015,Chemung,NY,36009,0.793,,
,,,,,,,,,,,,,36017,Chenango,NY,36011,0.732,,
,,,,,,,,,,,,,36019,Clinton,NY,36013,0.703,,
,,,,,,,,,,,,,36021,Columbia,NY,36015,0.594,,
,,,,,,,,,,,,,36023,Cortland,NY,36017,0.735,,
,,,,,,,,,,,,,36025,Delaware,NY,36019,0.773,,
,,,,,,,,,,,,,36027,Dutchess,NY,36021,0.848,,
,,,,,,,,,,,,,36029,Erie,NY,36023,0.803,,
,,,,,,,,,,,,,36031,Essex,NY,36025,0.744,,
,,,,,,,,,,,,,36033,Franklin,NY,36027,0.854,,
,,,,,,,,,,,,,36035,Fulton,NY,36029,0.766,,
,,,,,,,,,,,,,36037,Genesee,NY,36031,0.736,,
,,,,,,,,,,,,,36039,Greene,NY,36033,0.733,,
,,,,,,,,,,,,,36041,Hamilton,NY,36035,0.729,,
,,,,,,,,,,,,,36043,Herkimer,NY,36037,0.781,,
,,,,,,,,,,,,,36045,Jefferson,NY,36039,0.788,,
,,,,,,,,,,,,,36047,Kings,NY,36041,0.653,,
,,,,,,,,,,,,,36049,Lewis,NY,36043,0.758,,
,,,,,,,,,,,,,36051,Livingston,NY,36045,0.78,,
,,,,,,,,,,,,,36053,Madison,NY,36047,0.732,,
,,,,,,,,,,,,,36055,Monroe,NY,36049,0.765,,
,,,,,,,,,,,,,36057,Montgomery,NY,36051,0.835,,
,,,,,,,,,,,,,36059,Nassau,NY,36053,0.832,,
,,,,,,,,,,,,,36061,New York,NY,36055,0.785,,
,,,,,,,,,,,,,36063,Niagara,NY,36057,0.749,,
,,,,,,,,,,,,,36065,Oneida,NY,36059,0.779,,
,,,,,,,,,,,,,36067,Onondaga,NY,36061,0.803,,
,,,,,,,,,,,,,36069,Ontario,NY,36063,0.73,,
,,,,,,,,,,,,,36071,Orange,NY,36065,0.774,,
,,,,,,,,,,,,,36073,Orleans,NY,36067,0.756,,
,,,,,,,,,,,,,36075,Oswego,NY,36069,0.849,,
,,,,,,,,,,,,,36077,Otsego,NY,36071,0.746,,
,,,,,,,,,,,,,36079,Putnam,NY,36073,0.693,,
,,,,,,,,,,,,,36081,Queens,NY,36075,0.766,,
,,,,,,,,,,,,,36083,Rensselaer,NY,36077,0.779,,
,,,,,,,,,,,,,36085,Richmond,NY,36079,0.852,,
,,,,,,,,,,,,,36087,Rockland,NY,36081,0.751,,
,,,,,,,,,,,,,36089,St Lawrence,NY,36083,0.751,,
,,,,,,,,,,,,,36091,Saratoga,NY,36085,0.728,,
,,,,,,,,,,,,,36093,Schenectady,NY,36087,0.722,,
,,,,,,,,,,,,,36095,Schoharie,NY,36089,0.701,,
,,,,,,,,,,,,,36097,Schuyler,NY,36091,0.751,,
,,,,,,,,,,,,,36099,Seneca,NY,36093,0.841,,
,,,,,,,,,,,,,36101,Steuben,NY,36095,0.825,,
,,,,,,,,,,,,,36103,Suffolk,NY,36097,0.67,,
,,,,,,,,,,,,,36105,Sullivan,NY,36099,0.864,,
,,,,,,,,,,,,,36107,Tioga,NY,36101,0.674,,
,,,,,,,,,,,,,36109,Tompkins,NY,36103,0.782,,
,,,,,,,,,,,,,36111,Ulster,NY,36105,0.817,,
,,,,,,,,,,,,,36113,Warren,NY,36107,0.839,,
,,,,,,,,,,,,,36115,Washington,NY,36109,0.833,,
,,,,,,,,,,,,,36117,Wayne,NY,36111,0.818,,
,,,,,,,,,,,,,36119,Westchester,NY,36113,0.723,,
,,,,,,,,,,,,,36121,Wyoming,NY,36115,0.673,,
,,,,,,,,,,,,,36123,Yates,NY,36117,0.789,,
,,,,,,,,,,,,,37001,Alamance,NC,36119,0.798,,
,,,,,,,,,,,,,37003,Alexander,NC,36121,0.861,,
,,,,,,,,,,,,,37005,Alleghany,NC,36123,0.884,,
,,,,,,,,,,,,,37007,Anson,NC,37001,0.586,,
,,,,,,,,,,,,,37009,Ashe,NC,37003,0.575,,
,,,,,,,,,,,,,37011,Avery,NC,37005,0.504,,
,,,,,,,,,,,,,37013,Beaufort,NC,37007,0.641,,
,,,,,,,,,,,,,37015,Bertie,NC,37009,0.455,,
,,,,,,,,,,,,,37017,Bladen,NC,37011,0.509,,
,,,,,,,,,,,,,37019,Brunswick,NC,37013,0.623,,
,,,,,,,,,,,,,37021,Buncombe,NC,37015,0.582,,
,,,,,,,,,,,,,37023,Burke,NC,37017,0.724,,
,,,,,,,,,,,,,37025,Cabarrus,NC,37019,0.673,,
,,,,,,,,,,,,,37027,Caldwell,NC,37021,0.693,,
,,,,,,,,,,,,,37029,Camden,NC,37023,0.54,,
,,,,,,,,,,,,,37031,Carteret,NC,37025,0.576,,
,,,,,,,,,,,,,37033,Caswell,NC,37027,0.67,,
,,,,,,,,,,,,,37035,Catawba,NC,37029,0.575,,
,,,,,,,,,,,,,37037,Chatham,NC,37031,0.56,,
,,,,,,,,,,,,,37039,Cherokee,NC,37033,0.527,,
,,,,,,,,,,,,,37041,Chowan,NC,37035,0.551,,
,,,,,,,,,,,,,37043,Clay,NC,37037,0.766,,
,,,,,,,,,,,,,37045,Cleveland,NC,37039,0.557,,
,,,,,,,,,,,,,37047,Columbus,NC,37041,0.497,,
,,,,,,,,,,,,,37049,Craven,NC,37043,0.546,,
,,,,,,,,,,,,,37051,Cumberland,NC,37045,0.573,,
,,,,,,,,,,,,,37053,Currituck,NC,37047,0.511,,
,,,,,,,,,,,,,37055,Dare,NC,37049,0.47,,
,,,,,,,,,,,,,37057,Davidson,NC,37051,0.649,,
,,,,,,,,,,,,,37059,Davie,NC,37053,0.524,,
,,,,,,,,,,,,,37061,Duplin,NC,37055,0.671,,
,,,,,,,,,,,,,37063,Durham,NC,37057,0.554,,
,,,,,,,,,,,,,37065,Edgecombe,NC,37059,0.681,,
,,,,,,,,,,,,,37067,Forsyth,NC,37061,0.62,,
,,,,,,,,,,,,,37069,Franklin,NC,37063,0.832,,
,,,,,,,,,,,,,37071,Gaston,NC,37065,0.703,,
,,,,,,,,,,,,,37073,Gates,NC,37067,0.706,,
,,,,,,,,,,,,,37075,Graham,NC,37069,0.745,,
,,,,,,,,,,,,,37077,Granville,NC,37071,0.632,,
,,,,,,,,,,,,,37079,Greene,NC,37073,0.57,,
,,,,,,,,,,,,,37081,Guilford,NC,37075,0.502,,
,,,,,,,,,,,,,37083,Halifax,NC,37077,0.736,,
,,,,,,,,,,,,,37085,Harnett,NC,37079,0.501,,
,,,,,,,,,,,,,37087,Haywood,NC,37081,0.588,,
,,,,,,,,,,,,,37089,Henderson,NC,37083,0.711,,
,,,,,,,,,,,,,37091,Hertford,NC,37085,0.711,,
,,,,,,,,,,,,,37093,Hoke,NC,37087,0.666,,
,,,,,,,,,,,,,37095,Hyde,NC,37089,0.715,,
,,,,,,,,,,,,,37097,Iredell,NC,37091,0.696,,
,,,,,,,,,,,,,37099,Jackson,NC,37093,0.616,,
,,,,,,,,,,,,,37101,Johnston,NC,37095,0.498,,
,,,,,,,,,,,,,37103,Jones,NC,37097,0.544,,
,,,,,,,,,,,,,37105,Lee,NC,37099,0.616,,
,,,,,,,,,,,,,37107,Lenoir,NC,37101,0.682,,
,,,,,,,,,,,,,37109,Lincoln,NC,37103,0.445,,
,,,,,,,,,,,,,37111,McDowell,NC,37105,0.636,,
,,,,,,,,,,,,,37113,Macon,NC,37107,0.51,,
,,,,,,,,,,,,,37115,Madison,NC,37109,0.563,,
,,,,,,,,,,,,,37117,Martin,NC,37111,0.563,,
,,,,,,,,,,,,,37119,Mecklenburg,NC,37113,0.541,,
,,,,,,,,,,,,,37121,Mitchell,NC,37115,0.692,,
,,,,,,,,,,,,,37123,Montgomery,NC,37117,0.605,,
,,,,,,,,,,,,,37125,Moore,NC,37119,0.694,,
,,,,,,,,,,,,,37127,Nash,NC,37121,0.569,,
,,,,,,,,,,,,,37129,New Hanover,NC,37123,0.655,,
,,,,,,,,,,,,,37131,Northampton,NC,37125,0.578,,
,,,,,,,,,,,,,37133,Onslow,NC,37127,0.673,,
,,,,,,,,,,,,,37135,Orange,NC,37129,0.667,,
,,,,,,,,,,,,,37137,Pamlico,NC,37131,0.712,,
,,,,,,,,,,,,,37139,Pasquotank,NC,37133,0.509,,
,,,,,,,,,,,,,37141,Pender,NC,37135,0.801,,
,,,,,,,,,,,,,37143,Perquimans,NC,37137,0.482,,
,,,,,,,,,,,,,37145,Person,NC,37139,0.563,,
,,,,,,,,,,,,,37147,Pitt,NC,37141,0.603,,
,,,,,,,,,,,,,37149,Polk,NC,37143,0.498,,
,,,,,,,,,,,,,37151,Randolph,NC,37145,0.746,,
,,,,,,,,,,,,,37153,Richmond,NC,37147,0.612,,
,,,,,,,,,,,,,37155,Robeson,NC,37149,0.499,,
,,,,,,,,,,,,,37157,Rockingham,NC,37151,0.613,,
,,,,,,,,,,,,,37159,Rowan,NC,37153,0.612,,
,,,,,,,,,,,,,37161,Rutherford,NC,37155,0.626,,
,,,,,,,,,,,,,37163,Sampson,NC,37157,0.546,,
,,,,,,,,,,,,,37165,Scotland,NC,37159,0.542,,
,,,,,,,,,,,,,37167,Stanly,NC,37161,0.532,,
,,,,,,,,,,,,,37169,Stokes,NC,37163,0.708,,
,,,,,,,,,,,,,37171,Surry,NC,37165,0.458,,
,,,,,,,,,,,,,37173,Swain,NC,37167,0.574,,
,,,,,,,,,,,,,37175,Transylvania,NC,37169,0.588,,
,,,,,,,,,,,,,37177,Tyrrell,NC,37171,0.458,,
,,,,,,,,,,,,,37179,Union,NC,37173,0.528,,
,,,,,,,,,,,,,37181,Vance,NC,37175,0.691,,
,,,,,,,,,,,,,37183,Wake,NC,37177,0.527,,
,,,,,,,,,,,,,37185,Warren,NC,37179,0.615,,
,,,,,,,,,,,,,37187,Washington,NC,37181,0.631,,
,,,,,,,,,,,,,37189,Watauga,NC,37183,0.727,,
,,,,,,,,,,,,,37191,Wayne,NC,37185,0.686,,
,,,,,,,,,,,,,37193,Wilkes,NC,37187,0.476,,
,,,,,,,,,,,,,37195,Wilson,NC,37189,0.493,,
,,,,,,,,,,,,,37197,Yadkin,NC,37191,0.744,,
,,,,,,,,,,,,,37199,Yancey,NC,37193,0.511,,
,,,,,,,,,,,,,38001,Adams,ND,37195,0.59,,
,,,,,,,,,,,,,38003,Barnes,ND,37197,0.621,,
,,,,,,,,,,,,,38005,Benson,ND,37199,0.665,,
,,,,,,,,,,,,,38007,Billings,ND,38001,0.193,,
,,,,,,,,,,,,,38009,Bottineau,ND,38003,0.425,,
,,,,,,,,,,,,,38011,Bowman,ND,38005,0.204,,
,,,,,,,,,,,,,38013,Burke,ND,38007,0.218,,
,,,,,,,,,,,,,38015,Burleigh,ND,38009,0.274,,
,,,,,,,,,,,,,38017,Cass,ND,38011,0.263,,
,,,,,,,,,,,,,38019,Cavalier,ND,38013,0.253,,
,,,,,,,,,,,,,38021,Dickey,ND,38015,0.207,,
,,,,,,,,,,,,,38023,Divide,ND,38017,0.423,,
,,,,,,,,,,,,,38025,Dunn,ND,38019,0.195,,
,,,,,,,,,,,,,38027,Eddy,ND,38021,0.267,,
,,,,,,,,,,,,,38029,Emmons,ND,38023,0.227,,
,,,,,,,,,,,,,38031,Foster,ND,38025,0.239,,
,,,,,,,,,,,,,38033,Golden Valley,ND,38027,0.246,,
,,,,,,,,,,,,,38035,Grand Forks,ND,38029,0.222,,
,,,,,,,,,,,,,38037,Grant,ND,38031,0.304,,
,,,,,,,,,,,,,38039,Griggs,ND,38033,0.203,,
,,,,,,,,,,,,,38041,Hettinger,ND,38035,0.305,,
,,,,,,,,,,,,,38043,Kidder,ND,38037,0.19,,
,,,,,,,,,,,,,38045,La Moure,ND,38039,0.37,,
,,,,,,,,,,,,,38047,Logan,ND,38041,0.193,,
,,,,,,,,,,,,,38049,McHenry,ND,38043,0.226,,
,,,,,,,,,,,,,38051,McIntosh,ND,38045,0.315,,
,,,,,,,,,,,,,38053,McKenzie,ND,38047,0.272,,
,,,,,,,,,,,,,38055,McLean,ND,38049,0.275,,
,,,,,,,,,,,,,38057,Mercer,ND,38051,0.291,,
,,,,,,,,,,,,,38059,Morton,ND,38053,0.232,,
,,,,,,,,,,,,,38061,Mountrail,ND,38055,0.246,,
,,,,,,,,,,,,,38063,Nelson,ND,38057,0.237,,
,,,,,,,,,,,,,38065,Oliver,ND,38059,0.205,,
,,,,,,,,,,,,,38067,Pembina,ND,38061,0.256,,
,,,,,,,,,,,,,38069,Pierce,ND,38063,0.274,,
,,,,,,,,,,,,,38071,Ramsey,ND,38065,0.221,,
,,,,,,,,,,,,,38073,Ransom,ND,38067,0.247,,
,,,,,,,,,,,,,38075,Renville,ND,38069,0.246,,
,,,,,,,,,,,,,38077,Richland,ND,38071,0.195,,
,,,,,,,,,,,,,38079,Rolette,ND,38073,0.354,,
,,,,,,,,,,,,,38081,Sargent,ND,38075,0.274,,
,,,,,,,,,,,,,38083,Sheridan,ND,38077,0.366,,
,,,,,,,,,,,,,38085,Sioux,ND,38079,0.228,,
,,,,,,,,,,,,,38087,Slope,ND,38081,0.257,,
,,,,,,,,,,,,,38089,Stark,ND,38083,0.235,,
,,,,,,,,,,,,,38091,Steele,ND,38085,0.211,,
,,,,,,,,,,,,,38093,Stutsman,ND,38087,0.215,,
,,,,,,,,,,,,,38095,Towner,ND,38089,0.219,,
,,,,,,,,,,,,,38097,Traill,ND,38091,0.283,,
,,,,,,,,,,,,,38099,Walsh,ND,38093,0.354,,
,,,,,,,,,,,,,38101,Ward,ND,38095,0.18,,
,,,,,,,,,,,,,38103,Wells,ND,38097,0.303,,
,,,,,,,,,,,,,38105,Williams,ND,38099,0.271,,
,,,,,,,,,,,,,39001,Adams,OH,38101,0.276,,
,,,,,,,,,,,,,39003,Allen,OH,38103,0.226,,
,,,,,,,,,,,,,39005,Ashland,OH,38105,0.223,,
,,,,,,,,,,,,,39007,Ashtabula,OH,39001,0.439,,
,,,,,,,,,,,,,39009,Athens,OH,39003,0.314,,
,,,,,,,,,,,,,39011,Auglaize,OH,39005,0.438,,
,,,,,,,,,,,,,39013,Belmont,OH,39007,0.492,,
,,,,,,,,,,,,,39015,Brown,OH,39009,0.413,,
,,,,,,,,,,,,,39017,Butler,OH,39011,0.285,,
,,,,,,,,,,,,,39019,Carroll,OH,39013,0.464,,
,,,,,,,,,,,,,39021,Champaign,OH,39015,0.417,,
,,,,,,,,,,,,,39023,Clark,OH,39017,0.531,,
,,,,,,,,,,,,,39025,Clermont,OH,39019,0.39,,
,,,,,,,,,,,,,39027,Clinton,OH,39021,0.321,,
,,,,,,,,,,,,,39029,Columbiana,OH,39023,0.471,,
,,,,,,,,,,,,,39031,Coshocton,OH,39025,0.584,,
,,,,,,,,,,,,,39033,Crawford,OH,39027,0.455,,
,,,,,,,,,,,,,39035,Cuyahoga,OH,39029,0.551,,
,,,,,,,,,,,,,39037,Darke,OH,39031,0.258,,
,,,,,,,,,,,,,39039,Defiance,OH,39033,0.482,,
,,,,,,,,,,,,,39041,Delaware,OH,39035,0.609,,
,,,,,,,,,,,,,39043,Erie,OH,39037,0.271,,
,,,,,,,,,,,,,39045,Fairfield,OH,39039,0.462,,
,,,,,,,,,,,,,39047,Fayette,OH,39041,0.64,,
,,,,,,,,,,,,,39049,Franklin,OH,39043,0.63,,
,,,,,,,,,,,,,39051,Fulton,OH,39045,0.527,,
,,,,,,,,,,,,,39053,Gallia,OH,39047,0.302,,
,,,,,,,,,,,,,39055,Geauga,OH,39049,0.617,,
,,,,,,,,,,,,,39057,Greene,OH,39051,0.335,,
,,,,,,,,,,,,,39059,Guernsey,OH,39053,0.463,,
,,,,,,,,,,,,,39061,Hamilton,OH,39055,0.631,,
,,,,,,,,,,,,,39063,Hancock,OH,39057,0.519,,
,,,,,,,,,,,,,39065,Hardin,OH,39059,0.419,,
,,,,,,,,,,,,,39067,Harrison,OH,39061,0.549,,
,,,,,,,,,,,,,39069,Henry,OH,39063,0.373,,
,,,,,,,,,,,,,39071,Highland,OH,39065,0.368,,
,,,,,,,,,,,,,39073,Hocking,OH,39067,0.365,,
,,,,,,,,,,,,,39075,Holmes,OH,39069,0.465,,
,,,,,,,,,,,,,39077,Huron,OH,39071,0.468,,
,,,,,,,,,,,,,39079,Jackson,OH,39073,0.38,,
,,,,,,,,,,,,,39081,Jefferson,OH,39075,0.457,,
,,,,,,,,,,,,,39083,Knox,OH,39077,0.369,,
,,,,,,,,,,,,,39085,Lake,OH,39079,0.341,,
,,,,,,,,,,,,,39087,Lawrence,OH,39081,0.42,,
,,,,,,,,,,,,,39089,Licking,OH,39083,0.526,,
,,,,,,,,,,,,,39091,Logan,OH,39085,0.544,,
,,,,,,,,,,,,,39093,Lorain,OH,39087,0.399,,
,,,,,,,,,,,,,39095,Lucas,OH,39089,0.539,,
,,,,,,,,,,,,,39097,Madison,OH,39091,0.186,,
,,,,,,,,,,,,,39099,Mahoning,OH,39093,0.508,,
,,,,,,,,,,,,,39101,Marion,OH,39095,0.566,,
,,,,,,,,,,,,,39103,Medina,OH,39097,0.447,,
,,,,,,,,,,,,,39105,Meigs,OH,39099,0.525,,
,,,,,,,,,,,,,39107,Mercer,OH,39101,0.462,,
,,,,,,,,,,,,,39109,Miami,OH,39103,0.503,,
,,,,,,,,,,,,,39111,Monroe,OH,39105,0.432,,
,,,,,,,,,,,,,39113,Montgomery,OH,39107,0.233,,
,,,,,,,,,,,,,39115,Morgan,OH,39109,0.436,,
