ACTION,weightedRisk,weightedAvgInteveral,riskString,RACE,infRateRace,mortRateRace,age group (years),mortality rate,sex,mortRateSex,prexistingCond,mortRatePC,FIPS,COUNTY,STATE,COUNTYFP,ALWAYS,alwaysInteveral,alwaysString
,,,,,,,,,,,,,19117,Lucas,IA,19109,0.272,,
,,,,,,,,,,,,,19119,Lyon,IA,19111,0.392,,
,,,,,,,,,,,,,19121,Madison,IA,19113,0.563,,
,,,,,,,,,,,,,19123,Mahaska,IA,19115,0.482,,
,,,,,,,,,,,,,19125,Marion,IA,19117,0.384,,
,,,,,,,,,,,,,19127,Marshall,IA,19119,0.344,,
,,,,,,,,,,,,,19129,Mills,IA,19121,0.484,,
,,,,,,,,,,,,,19131,Mitchell,IA,19123,0.287,,
,,,,,,,,,,,,,19133,Monona,IA,19125,0.429,,
,,,,,,,,,,,,,19135,Monroe,IA,19127,0.48,,
,,,,,,,,,,,,,19137,Montgomery,IA,19129,0.481,,
,,,,,,,,,,,,,19139,Muscatine,IA,19131,0.263,,
,,,,,,,,,,,,,19141,O Brien,IA,19133,0.64,,
,,,,,,,,,,,,,19143,Osceola,IA,19135,0.385,,
,,,,,,,,,,,,,19145,Page,IA,19137,0.286,,
,,,,,,,,,,,,,19147,Palo Alto,IA,19139,0.364,,
,,,,,,,,,,,,,19149,Plymouth,IA,19141,0.319,,
,,,,,,,,,,,,,19151,Pocahontas,IA,19143,0.322,,
,,,,,,,,,,,,,19153,Polk,IA,19145,0.481,,
,,,,,,,,,,,,,19155,Pottawattamie,IA,19147,0.419,,
,,,,,,,,,,,,,19157,Poweshiek,IA,19149,0.402,,
,,,,,,,,,,,,,19159,Ringgold,IA,19151,0.335,,
,,,,,,,,,,,,,19161,Sac,IA,19153,0.473,,
,,,,,,,,,,,,,19163,Scott,IA,19155,0.39,,
,,,,,,,,,,,,,19165,Shelby,IA,19157,0.383,,
,,,,,,,,,,,,,19167,Sioux,IA,19159,0.275,,
,,,,,,,,,,,,,19169,Story,IA,19161,0.303,,
,,,,,,,,,,,,,19171,Tama,IA,19163,0.494,,
,,,,,,,,,,,,,19173,Taylor,IA,19165,0.516,,
,,,,,,,,,,,,,19175,Union,IA,19167,0.335,,
,,,,,,,,,,,,,19177,Van Buren,IA,19169,0.574,,
,,,,,,,,,,,,,19179,Wapello,IA,19171,0.491,,
,,,,,,,,,,,,,19181,Warren,IA,19173,0.292,,
,,,,,,,,,,,,,19183,Washington,IA,19175,0.462,,
,,,,,,,,,,,,,19185,Wayne,IA,19177,0.372,,
,,,,,,,,,,,,,19187,Webster,IA,19179,0.37,,
,,,,,,,,,,,,,19189,Winnebago,IA,19181,0.337,,
,,,,,,,,,,,,,19191,Winneshiek,IA,19183,0.589,,
,,,,,,,,,,,,,19193,Woodbury,IA,19185,0.342,,
,,,,,,,,,,,,,19195,Worth,IA,19187,0.362,,
,,,,,,,,,,,,,19197,Wright,IA,19189,0.228,,
,,,,,,,,,,,,,20001,Allen,KS,19191,0.505,,
,,,,,,,,,,,,,20003,Anderson,KS,19193,0.425,,
,,,,,,,,,,,,,20005,Atchison,KS,19195,0.251,,
,,,,,,,,,,,,,20007,Barber,KS,19197,0.232,,
,,,,,,,,,,,,,20009,Barton,KS,20001,0.341,,
,,,,,,,,,,,,,20011,Bourbon,KS,20003,0.344,,
,,,,,,,,,,,,,20013,Brown,KS,20005,0.316,,
,,,,,,,,,,,,,20015,Butler,KS,20007,0.336,,
,,,,,,,,,,,,,20017,Chase,KS,20009,0.43,,
,,,,,,,,,,,,,20019,Chautauqua,KS,20011,0.49,,
,,,,,,,,,,,,,20021,Cherokee,KS,20013,0.382,,
,,,,,,,,,,,,,20023,Cheyenne,KS,20015,0.47,,
,,,,,,,,,,,,,20025,Clark,KS,20017,0.331,,
,,,,,,,,,,,,,20027,Clay,KS,20019,0.337,,
,,,,,,,,,,,,,20029,Cloud,KS,20021,0.41,,
,,,,,,,,,,,,,20031,Coffey,KS,20023,0.256,,
,,,,,,,,,,,,,20033,Comanche,KS,20025,0.348,,
,,,,,,,,,,,,,20035,Cowley,KS,20027,0.507,,
,,,,,,,,,,,,,20037,Crawford,KS,20029,0.434,,
,,,,,,,,,,,,,20039,Decatur,KS,20031,0.227,,
,,,,,,,,,,,,,20041,Dickinson,KS,20033,0.346,,
,,,,,,,,,,,,,20043,Doniphan,KS,20035,0.421,,
,,,,,,,,,,,,,20045,Douglas,KS,20037,0.492,,
,,,,,,,,,,,,,20047,Edwards,KS,20039,0.273,,
,,,,,,,,,,,,,20049,Elk,KS,20041,0.385,,
,,,,,,,,,,,,,20051,Ellis,KS,20043,0.272,,
,,,,,,,,,,,,,20053,Ellsworth,KS,20045,0.734,,
,,,,,,,,,,,,,20055,Finney,KS,20047,0.506,,
,,,,,,,,,,,,,20057,Ford,KS,20049,0.312,,
,,,,,,,,,,,,,20059,Franklin,KS,20051,0.32,,
,,,,,,,,,,,,,20061,Geary,KS,20053,0.373,,
,,,,,,,,,,,,,20063,Gove,KS,20055,0.343,,
,,,,,,,,,,,,,20065,Graham,KS,20057,0.399,,
,,,,,,,,,,,,,20067,Grant,KS,20059,0.364,,
,,,,,,,,,,,,,20069,Gray,KS,20061,0.499,,
,,,,,,,,,,,,,20071,Greeley,KS,20063,0.287,,
,,,,,,,,,,,,,20073,Greenwood,KS,20065,0.25,,
,,,,,,,,,,,,,20075,Hamilton,KS,20067,0.37,,
,,,,,,,,,,,,,20077,Harper,KS,20069,0.364,,
,,,,,,,,,,,,,20079,Harvey,KS,20071,0.323,,
,,,,,,,,,,,,,20081,Haskell,KS,20073,0.33,,
,,,,,,,,,,,,,20083,Hodgeman,KS,20075,0.368,,
,,,,,,,,,,,,,20085,Jackson,KS,20077,0.4,,
,,,,,,,,,,,,,20087,Jefferson,KS,20079,0.423,,
,,,,,,,,,,,,,20089,Jewell,KS,20081,0.364,,
,,,,,,,,,,,,,20091,Johnson,KS,20083,0.412,,
,,,,,,,,,,,,,20093,Kearny,KS,20085,0.577,,
,,,,,,,,,,,,,20095,Kingman,KS,20087,0.634,,
,,,,,,,,,,,,,20097,Kiowa,KS,20089,0.34,,
,,,,,,,,,,,,,20099,Labette,KS,20091,0.654,,
,,,,,,,,,,,,,20101,Lane,KS,20093,0.346,,
,,,,,,,,,,,,,20103,Leavenworth,KS,20095,0.464,,
,,,,,,,,,,,,,20105,Lincoln,KS,20097,0.469,,
,,,,,,,,,,,,,20107,Linn,KS,20099,0.471,,
,,,,,,,,,,,,,20109,Logan,KS,20101,0.326,,
,,,,,,,,,,,,,20111,Lyon,KS,20103,0.544,,
,,,,,,,,,,,,,20113,McPherson,KS,20105,0.375,,
,,,,,,,,,,,,,20115,Marion,KS,20107,0.4,,
,,,,,,,,,,,,,20117,Marshall,KS,20109,0.28,,
,,,,,,,,,,,,,20119,Meade,KS,20111,0.344,,
,,,,,,,,,,,,,20121,Miami,KS,20113,0.396,,
,,,,,,,,,,,,,20123,Mitchell,KS,20115,0.343,,
,,,,,,,,,,,,,20125,Montgomery,KS,20117,0.407,,
,,,,,,,,,,,,,20127,Morris,KS,20119,0.362,,
,,,,,,,,,,,,,20129,Morton,KS,20121,0.54,,
,,,,,,,,,,,,,20131,Nemaha,KS,20123,0.388,,
,,,,,,,,,,,,,20133,Neosho,KS,20125,0.407,,
,,,,,,,,,,,,,20135,Ness,KS,20127,0.404,,
,,,,,,,,,,,,,20137,Norton,KS,20129,0.405,,
,,,,,,,,,,,,,20139,Osage,KS,20131,0.432,,
,,,,,,,,,,,,,20141,Osborne,KS,20133,0.416,,
,,,,,,,,,,,,,20143,Ottawa,KS,20135,0.371,,
,,,,,,,,,,,,,20145,Pawnee,KS,20137,0.275,,
,,,,,,,,,,,,,20147,Phillips,KS,20139,0.564,,
,,,,,,,,,,,,,20149,Pottawatomie,KS,20141,0.293,,
,,,,,,,,,,,,,20151,Pratt,KS,20143,0.396,,
,,,,,,,,,,,,,20153,Rawlins,KS,20145,0.497,,
,,,,,,,,,,,,,20155,Reno,KS,20147,0.29,,
,,,,,,,,,,,,,20157,Republic,KS,20149,0.55,,
,,,,,,,,,,,,,20159,Rice,KS,20151,0.387,,
,,,,,,,,,,,,,20161,Riley,KS,20153,0.268,,
,,,,,,,,,,,,,20163,Rooks,KS,20155,0.454,,
,,,,,,,,,,,,,20165,Rush,KS,20157,0.373,,
,,,,,,,,,,,,,20167,Russell,KS,20159,0.41,,
,,,,,,,,,,,,,20169,Saline,KS,20161,0.535,,
,,,,,,,,,,,,,20171,Scott,KS,20163,0.26,,
,,,,,,,,,,,,,20173,Sedgwick,KS,20165,0.403,,
,,,,,,,,,,,,,20175,Seward,KS,20167,0.335,,
,,,,,,,,,,,,,20177,Shawnee,KS,20169,0.357,,
,,,,,,,,,,,,,20179,Sheridan,KS,20171,0.313,,
,,,,,,,,,,,,,20181,Sherman,KS,20173,0.499,,
,,,,,,,,,,,,,20183,Smith,KS,20175,0.403,,
,,,,,,,,,,,,,20185,Stafford,KS,20177,0.633,,
,,,,,,,,,,,,,20187,Stanton,KS,20179,0.267,,
,,,,,,,,,,,,,20189,Stevens,KS,20181,0.231,,
,,,,,,,,,,,,,20191,Sumner,KS,20183,0.319,,
,,,,,,,,,,,,,20193,Thomas,KS,20185,0.472,,
,,,,,,,,,,,,,20195,Trego,KS,20187,0.388,,
,,,,,,,,,,,,,20197,Wabaunsee,KS,20189,0.408,,
,,,,,,,,,,,,,20199,Wallace,KS,20191,0.444,,
,,,,,,,,,,,,,20201,Washington,KS,20193,0.263,,
,,,,,,,,,,,,,20203,Wichita,KS,20195,0.291,,
,,,,,,,,,,,,,20205,Wilson,KS,20197,0.591,,
,,,,,,,,,,,,,20207,Woodson,KS,20199,0.262,,
,,,,,,,,,,,,,20209,Wyandotte,KS,20201,0.432,,
,,,,,,,,,,,,,21001,Adair,KY,20203,0.313,,
,,,,,,,,,,,,,21003,Allen,KY,20205,0.398,,
,,,,,,,,,,,,,21005,Anderson,KY,20207,0.314,,
,,,,,,,,,,,,,21007,Ballard,KY,20209,0.665,,
,,,,,,,,,,,,,21009,Barren,KY,21001,0.399,,
,,,,,,,,,,,,,21011,Bath,KY,21003,0.519,,
,,,,,,,,,,,,,21013,Bell,KY,21005,0.401,,
,,,,,,,,,,,,,21015,Boone,KY,21007,0.404,,
,,,,,,,,,,,,,21017,Bourbon,KY,21009,0.588,,
,,,,,,,,,,,,,21019,Boyd,KY,21011,0.443,,
,,,,,,,,,,,,,21021,Boyle,KY,21013,0.44,,
,,,,,,,,,,,,,21023,Bracken,KY,21015,0.52,,
,,,,,,,,,,,,,21025,Breathitt,KY,21017,0.769,,
,,,,,,,,,,,,,21027,Breckinridge,KY,21019,0.354,,
,,,,,,,,,,,,,21029,Bullitt,KY,21021,0.598,,
,,,,,,,,,,,,,21031,Butler,KY,21023,0.392,,
,,,,,,,,,,,,,21033,Caldwell,KY,21025,0.438,,
,,,,,,,,,,,,,21035,Calloway,KY,21027,0.517,,
,,,,,,,,,,,,,21037,Campbell,KY,21029,0.535,,
,,,,,,,,,,,,,21039,Carlisle,KY,21031,0.535,,
,,,,,,,,,,,,,21041,Carroll,KY,21033,0.438,,
,,,,,,,,,,,,,21043,Carter,KY,21035,0.432,,
,,,,,,,,,,,,,21045,Casey,KY,21037,0.43,,
,,,,,,,,,,,,,21047,Christian,KY,21039,0.428,,
,,,,,,,,,,,,,21049,Clark,KY,21041,0.346,,
,,,,,,,,,,,,,21051,Clay,KY,21043,0.383,,
,,,,,,,,,,,,,21053,Clinton,KY,21045,0.444,,
,,,,,,,,,,,,,21055,Crittenden,KY,21047,0.365,,
,,,,,,,,,,,,,21057,Cumberland,KY,21049,0.48,,
,,,,,,,,,,,,,21059,Daviess,KY,21051,0.44,,
,,,,,,,,,,,,,21061,Edmonson,KY,21053,0.375,,
,,,,,,,,,,,,,21063,Elliott,KY,21055,0.319,,
,,,,,,,,,,,,,21065,Estill,KY,21057,0.374,,
,,,,,,,,,,,,,21067,Fayette,KY,21059,0.531,,
,,,,,,,,,,,,,21069,Fleming,KY,21061,0.624,,
,,,,,,,,,,,,,21071,Floyd,KY,21063,0.443,,
,,,,,,,,,,,,,21073,Franklin,KY,21065,0.402,,
,,,,,,,,,,,,,21075,Fulton,KY,21067,0.65,,
,,,,,,,,,,,,,21077,Gallatin,KY,21069,0.502,,
,,,,,,,,,,,,,21079,Garrard,KY,21071,0.54,,
,,,,,,,,,,,,,21081,Grant,KY,21073,0.521,,
,,,,,,,,,,,,,21083,Graves,KY,21075,0.38,,
,,,,,,,,,,,,,21085,Grayson,KY,21077,0.466,,
,,,,,,,,,,,,,21087,Green,KY,21079,0.54,,
,,,,,,,,,,,,,21089,Greenup,KY,21081,0.608,,
,,,,,,,,,,,,,21091,Hancock,KY,21083,0.34,,
,,,,,,,,,,,,,21093,Hardin,KY,21085,0.627,,
,,,,,,,,,,,,,21095,Harlan,KY,21087,0.488,,
,,,,,,,,,,,,,21097,Harrison,KY,21089,0.342,,
,,,,,,,,,,,,,21099,Hart,KY,21091,0.546,,
,,,,,,,,,,,,,21101,Henderson,KY,21093,0.558,,
,,,,,,,,,,,,,21103,Henry,KY,21095,0.606,,
,,,,,,,,,,,,,21105,Hickman,KY,21097,0.804,,
,,,,,,,,,,,,,21107,Hopkins,KY,21099,0.61,,
,,,,,,,,,,,,,21109,Jackson,KY,21101,0.501,,
,,,,,,,,,,,,,21111,Jefferson,KY,21103,0.398,,
,,,,,,,,,,,,,21113,Jessamine,KY,21105,0.415,,
,,,,,,,,,,,,,21115,Johnson,KY,21107,0.502,,
,,,,,,,,,,,,,21117,Kenton,KY,21109,0.421,,
,,,,,,,,,,,,,21119,Knott,KY,21111,0.602,,
,,,,,,,,,,,,,21121,Knox,KY,21113,0.628,,
,,,,,,,,,,,,,21123,Larue,KY,21115,0.612,,
,,,,,,,,,,,,,21125,Laurel,KY,21117,0.5,,
,,,,,,,,,,,,,21127,Lawrence,KY,21119,0.497,,
,,,,,,,,,,,,,21129,Lee,KY,21121,0.471,,
,,,,,,,,,,,,,21131,Leslie,KY,21123,0.57,,
,,,,,,,,,,,,,21133,Letcher,KY,21125,0.517,,
,,,,,,,,,,,,,21135,Lewis,KY,21127,0.479,,
,,,,,,,,,,,,,21137,Lincoln,KY,21129,0.399,,
,,,,,,,,,,,,,21139,Livingston,KY,21131,0.487,,
,,,,,,,,,,,,,21141,Logan,KY,21133,0.624,,
,,,,,,,,,,,,,21143,Lyon,KY,21135,0.357,,
,,,,,,,,,,,,,21145,McCracken,KY,21137,0.509,,
,,,,,,,,,,,,,21147,McCreary,KY,21139,0.339,,
,,,,,,,,,,,,,21149,McLean,KY,21141,0.523,,
,,,,,,,,,,,,,21151,Madison,KY,21143,0.384,,
,,,,,,,,,,,,,21153,Magoffin,KY,21145,0.37,,
,,,,,,,,,,,,,21155,Marion,KY,21147,0.441,,
,,,,,,,,,,,,,21157,Marshall,KY,21149,0.459,,
,,,,,,,,,,,,,21159,Martin,KY,21151,0.471,,
,,,,,,,,,,,,,21161,Mason,KY,21153,0.54,,
,,,,,,,,,,,,,21163,Meade,KY,21155,0.654,,
,,,,,,,,,,,,,21165,Menifee,KY,21157,0.395,,
,,,,,,,,,,,,,21167,Mercer,KY,21159,0.637,,
,,,,,,,,,,,,,21169,Metcalfe,KY,21161,0.479,,
,,,,,,,,,,,,,21171,Monroe,KY,21163,0.559,,
,,,,,,,,,,,,,21173,Montgomery,KY,21165,0.468,,
,,,,,,,,,,,,,21175,Morgan,KY,21167,0.567,,
,,,,,,,,,,,,,21177,Muhlenberg,KY,21169,0.487,,
,,,,,,,,,,,,,21179,Nelson,KY,21171,0.448,,
,,,,,,,,,,,,,21181,Nicholas,KY,21173,0.452,,
,,,,,,,,,,,,,21183,Ohio,KY,21175,0.498,,
,,,,,,,,,,,,,21185,Oldham,KY,21177,0.488,,
,,,,,,,,,,,,,21187,Owen,KY,21179,0.548,,
,,,,,,,,,,,,,21189,Owsley,KY,21181,0.591,,
,,,,,,,,,,,,,21191,Pendleton,KY,21183,0.492,,
,,,,,,,,,,,,,21193,Perry,KY,21185,0.56,,
,,,,,,,,,,,,,21195,Pike,KY,21187,0.558,,
,,,,,,,,,,,,,21197,Powell,KY,21189,0.382,,
,,,,,,,,,,,,,21199,Pulaski,KY,21191,0.613,,
,,,,,,,,,,,,,21201,Robertson,KY,21193,0.502,,
,,,,,,,,,,,,,21203,Rockcastle,KY,21195,0.545,,
,,,,,,,,,,,,,21205,Rowan,KY,21197,0.455,,
,,,,,,,,,,,,,21207,Russell,KY,21199,0.487,,
,,,,,,,,,,,,,21209,Scott,KY,21201,0.586,,
,,,,,,,,,,,,,21211,Shelby,KY,21203,0.474,,
,,,,,,,,,,,,,21213,Simpson,KY,21205,0.467,,
,,,,,,,,,,,,,21215,Spencer,KY,21207,0.365,,
,,,,,,,,,,,,,21217,Taylor,KY,21209,0.759,,
,,,,,,,,,,,,,21219,Todd,KY,21211,0.487,,
,,,,,,,,,,,,,21221,Trigg,KY,21213,0.426,,
,,,,,,,,,,,,,21223,Trimble,KY,21215,0.453,,
,,,,,,,,,,,,,21225,Union,KY,21217,0.533,,
,,,,,,,,,,,,,21227,Warren,KY,21219,0.394,,
,,,,,,,,,,,,,21229,Washington,KY,21221,0.597,,
,,,,,,,,,,,,,21231,Wayne,KY,21223,0.342,,
,,,,,,,,,,,,,21233,Webster,KY,21225,0.309,,
,,,,,,,,,,,,,21235,Whitley,KY,21227,0.609,,
,,,,,,,,,,,,,21237,Wolfe,KY,21229,0.562,,
,,,,,,,,,,,,,21239,Woodford,KY,21231,0.417,,
,,,,,,,,,,,,,22001,Acadia,LA,21233,0.451,,
,,,,,,,,,,,,,22003,Allen,LA,21235,0.476,,
,,,,,,,,,,,,,22005,Ascension,LA,21237,0.448,,
,,,,,,,,,,,,,22007,Assumption,LA,21239,0.698,,
,,,,,,,,,,,,,22009,Avoyelles,LA,22001,0.362,,
,,,,,,,,,,,,,22011,Beauregard,LA,22003,0.416,,
,,,,,,,,,,,,,22013,Bienville,LA,22005,0.569,,
,,,,,,,,,,,,,22015,Bossier,LA,22007,0.468,,
,,,,,,,,,,,,,22017,Caddo,LA,22009,0.459,,
,,,,,,,,,,,,,22019,Calcasieu,LA,22011,0.486,,
,,,,,,,,,,,,,22021,Caldwell,LA,22013,0.409,,
,,,,,,,,,,,,,22023,Cameron,LA,22015,0.468,,
,,,,,,,,,,,,,22025,Catahoula,LA,22017,0.497,,
,,,,,,,,,,,,,22027,Claiborne,LA,22019,0.471,,
,,,,,,,,,,,,,22029,Concordia,LA,22021,0.498,,
,,,,,,,,,,,,,22031,De Soto,LA,22023,0.505,,
,,,,,,,,,,,,,22033,East Baton Rouge,LA,22025,0.6,,
,,,,,,,,,,,,,22035,East Carroll,LA,22027,0.473,,
,,,,,,,,,,,,,22037,East Feliciana,LA,22029,0.579,,
,,,,,,,,,,,,,22039,Evangeline,LA,22031,0.596,,
,,,,,,,,,,,,,22041,Franklin,LA,22033,0.642,,
,,,,,,,,,,,,,22043,Grant,LA,22035,0.674,,
,,,,,,,,,,,,,22045,Iberia,LA,22037,0.42,,
,,,,,,,,,,,,,22047,Iberville,LA,22039,0.387,,
,,,,,,,,,,,,,22049,Jackson,LA,22041,0.565,,
,,,,,,,,,,,,,22051,Jefferson,LA,22043,0.535,,
,,,,,,,,,,,,,22053,Jefferson Davis,LA,22045,0.467,,
,,,,,,,,,,,,,22055,Lafayette,LA,22047,0.644,,
,,,,,,,,,,,,,22057,Lafourche,LA,22049,0.383,,
,,,,,,,,,,,,,22059,La Salle,LA,22051,0.685,,
,,,,,,,,,,,,,22061,Lincoln,LA,22053,0.354,,
,,,,,,,,,,,,,22063,Livingston,LA,22055,0.533,,
,,,,,,,,,,,,,22065,Madison,LA,22057,0.573,,
,,,,,,,,,,,,,22067,Morehouse,LA,22059,0.571,,
,,,,,,,,,,,,,22069,Natchitoches,LA,22061,0.417,,
,,,,,,,,,,,,,22071,Orleans,LA,22063,0.463,,
,,,,,,,,,,,,,22073,Ouachita,LA,22065,0.617,,
,,,,,,,,,,,,,22075,Plaquemines,LA,22067,0.566,,
,,,,,,,,,,,,,22077,Pointe Coupee,LA,22069,0.561,,
,,,,,,,,,,,,,22079,Rapides,LA,22071,0.654,,
,,,,,,,,,,,,,22081,Red River,LA,22073,0.476,,
,,,,,,,,,,,,,22083,Richland,LA,22075,0.513,,
,,,,,,,,,,,,,22085,Sabine,LA,22077,0.608,,
,,,,,,,,,,,,,22087,St Bernard,LA,22079,0.524,,
,,,,,,,,,,,,,22089,St Charles,LA,22081,0.527,,
,,,,,,,,,,,,,22091,St Helena,LA,22083,0.534,,
,,,,,,,,,,,,,22093,St James,LA,22085,0.564,,
,,,,,,,,,,,,,22095,St John the Baptist,LA,22087,0.524,,
,,,,,,,,,,,,,22097,St Landry,LA,22089,0.667,,
,,,,,,,,,,,,,22099,St Martin,LA,22091,0.434,,
,,,,,,,,,,,,,22101,St Mary,LA,22093,0.603,,
,,,,,,,,,,,,,22103,St Tammany,LA,22095,0.577,,
,,,,,,,,,,,,,22105,Tangipahoa,LA,22097,0.515,,
,,,,,,,,,,,,,22107,Tensas,LA,22099,0.548,,
,,,,,,,,,,,,,22109,Terrebonne,LA,22101,0.454,,
,,,,,,,,,,,,,22111,Union,LA,22103,0.611,,
,,,,,,,,,,,,,22113,Vermilion,LA,22105,0.566,,
,,,,,,,,,,,,,22115,Vernon,LA,22107,0.625,,
,,,,,,,,,,,,,22117,Washington,LA,22109,0.519,,
,,,,,,,,,,,,,22119,Webster,LA,22111,0.436,,
,,,,,,,,,,,,,22121,West Baton Rouge,LA,22113,0.449,,
,,,,,,,,,,,,,22123,West Carroll,LA,22115,0.453,,
,,,,,,,,,,,,,22125,West Feliciana,LA,22117,0.461,,
,,,,,,,,,,,,,22127,Winn,LA,22119,0.494,,
,,,,,,,,,,,,,23001,Androscoggin,ME,22121,0.649,,
,,,,,,,,,,,,,23003,Aroostook,ME,22123,0.677,,
,,,,,,,,,,,,,23005,Cumberland,ME,22125,0.496,,
,,,,,,,,,,,,,23007,Franklin,ME,22127,0.443,,
,,,,,,,,,,,,,23009,Hancock,ME,23001,0.577,,
,,,,,,,,,,,,,23011,Kennebec,ME,23003,0.447,,
,,,,,,,,,,,,,23013,Knox,ME,23005,0.669,,
,,,,,,,,,,,,,23015,Lincoln,ME,23007,0.579,,
,,,,,,,,,,,,,23017,Oxford,ME,23009,0.594,,
,,,,,,,,,,,,,23019,Penobscot,ME,23011,0.54,,
,,,,,,,,,,,,,23021,Piscataquis,ME,23013,0.625,,
,,,,,,,,,,,,,23023,Sagadahoc,ME,23015,0.688,,
,,,,,,,,,,,,,23025,Somerset,ME,23017,0.589,,
,,,,,,,,,,,,,23027,Waldo,ME,23019,0.617,,
,,,,,,,,,,,,,23029,Washington,ME,23021,0.479,,
,,,,,,,,,,,,,23031,York,ME,23023,0.664,,
,,,,,,,,,,,,,24001,Allegany,MD,23025,0.558,,
,,,,,,,,,,,,,24003,Anne Arundel,MD,23027,0.585,,
,,,,,,,,,,,,,24005,Baltimore,MD,23029,0.612,,
,,,,,,,,,,,,,24009,Calvert,MD,23031,0.655,,
,,,,,,,,,,,,,24011,Caroline,MD,24001,0.736,,
,,,,,,,,,,,,,24013,Carroll,MD,24003,0.739,,
,,,,,,,,,,,,,24015,Cecil,MD,24005,0.777,,
,,,,,,,,,,,,,24017,Charles,MD,24009,0.72,,
,,,,,,,,,,,,,24019,Dorchester,MD,24011,0.77,,
,,,,,,,,,,,,,24021,Frederick,MD,24013,0.746,,
,,,,,,,,,,,,,24023,Garrett,MD,24015,0.738,,
,,,,,,,,,,,,,24025,Harford,MD,24017,0.667,,
,,,,,,,,,,,,,24027,Howard,MD,24019,0.844,,
,,,,,,,,,,,,,24029,Kent,MD,24021,0.762,,
,,,,,,,,,,,,,24031,Montgomery,MD,24023,0.571,,
,,,,,,,,,,,,,24033,Prince Georges,MD,24025,0.778,,
,,,,,,,,,,,,,24035,Queen Annes,MD,24027,0.723,,
,,,,,,,,,,,,,24037,St Marys,MD,24029,0.714,,
,,,,,,,,,,,,,24039,Somerset,MD,24031,0.777,,
,,,,,,,,,,,,,24041,Talbot,MD,24033,0.72,,
,,,,,,,,,,,,,24043,Washington,MD,24035,0.605,,
,,,,,,,,,,,,,24045,Wicomico,MD,24037,0.763,,
,,,,,,,,,,,,,24047,Worcester,MD,24039,0.812,,
,,,,,,,,,,,,,24510,Baltimore City,MD,24041,0.843,,
,,,,,,,,,,,,,25001,Barnstable,MA,24043,0.642,,
,,,,,,,,,,,,,25003,Berkshire,MA,24045,0.804,,
,,,,,,,,,,,,,25005,Bristol,MA,24047,0.842,,
,,,,,,,,,,,,,25007,Dukes,MA,24510,0.733,,
,,,,,,,,,,,,,25009,Essex,MA,25001,0.839,,
,,,,,,,,,,,,,25011,Franklin,MA,25003,0.834,,
,,,,,,,,,,,,,25013,Hampden,MA,25005,0.747,,
,,,,,,,,,,,,,25015,Hampshire,MA,25007,0.786,,
,,,,,,,,,,,,,25017,Middlesex,MA,25009,0.788,,
,,,,,,,,,,,,,25019,Nantucket,MA,25011,0.762,,
,,,,,,,,,,,,,25021,Norfolk,MA,25013,0.786,,
,,,,,,,,,,,,,25023,Plymouth,MA,25015,0.857,,
,,,,,,,,,,,,,25025,Suffolk,MA,25017,0.798,,
,,,,,,,,,,,,,25027,Worcester,MA,25019,0.792,,
,,,,,,,,,,,,,26001,Alcona,MI,25021,0.805,,
,,,,,,,,,,,,,26003,Alger,MI,25023,0.812,,
,,,,,,,,,,,,,26005,Allegan,MI,25025,0.788,,
,,,,,,,,,,,,,26007,Alpena,MI,25027,0.768,,
,,,,,,,,,,,,,26009,Antrim,MI,26001,0.576,,
,,,,,,,,,,,,,26011,Arenac,MI,26003,0.595,,
,,,,,,,,,,,,,26013,Baraga,MI,26005,0.5,,
,,,,,,,,,,,,,26015,Barry,MI,26007,0.612,,
,,,,,,,,,,,,,26017,Bay,MI,26009,0.625,,
,,,,,,,,,,,,,26019,Benzie,MI,26011,0.484,,
,,,,,,,,,,,,,26021,Berrien,MI,26013,0.558,,
,,,,,,,,,,,,,26023,Branch,MI,26015,0.504,,
,,,,,,,,,,,,,26025,Calhoun,MI,26017,0.627,,
,,,,,,,,,,,,,26027,Cass,MI,26019,0.715,,
,,,,,,,,,,,,,26029,Charlevoix,MI,26021,0.555,,
,,,,,,,,,,,,,26031,Cheboygan,MI,26023,0.399,,
,,,,,,,,,,,,,26033,Chippewa,MI,26025,0.559,,
,,,,,,,,,,,,,26035,Clare,MI,26027,0.48,,
,,,,,,,,,,,,,26037,Clinton,MI,26029,0.626,,
,,,,,,,,,,,,,26039,Crawford,MI,26031,0.584,,
,,,,,,,,,,,,,26041,Delta,MI,26033,0.593,,
,,,,,,,,,,,,,26043,Dickinson,MI,26035,0.514,,
,,,,,,,,,,,,,26045,Eaton,MI,26037,0.603,,
,,,,,,,,,,,,,26047,Emmet,MI,26039,0.666,,
,,,,,,,,,,,,,26049,Genesee,MI,26041,0.532,,
,,,,,,,,,,,,,26051,Gladwin,MI,26043,0.516,,
,,,,,,,,,,,,,26053,Gogebic,MI,26045,0.52,,
,,,,,,,,,,,,,26055,Grand Traverse,MI,26047,0.618,,
,,,,,,,,,,,,,26057,Gratiot,MI,26049,0.533,,
,,,,,,,,,,,,,26059,Hillsdale,MI,26051,0.503,,
,,,,,,,,,,,,,26061,Houghton,MI,26053,0.501,,
,,,,,,,,,,,,,26063,Huron,MI,26055,0.672,,
,,,,,,,,,,,,,26065,Ingham,MI,26057,0.596,,
,,,,,,,,,,,,,26067,Ionia,MI,26059,0.424,,
